Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
S,Mn3 S1,4,3.0,1.0,0.01147769279120265,0.0028694231978006624,0.00382589759706755,0.01147769279120265,Mn3 S1
O,Mn1 O2,3,1.0,2.0,0.0031791373933675003,0.0010597124644558334,0.0031791373933675003,0.0015895686966837502,Mn1 O2
O,Mn2 O2,4,2.0,2.0,0.01036530511427445,0.0025913262785686123,0.005182652557137225,0.005182652557137225,Mn2 O2
Se,Mn2 Se2,4,2.0,2.0,0.0390393865523359,0.009759846638083975,0.01951969327616795,0.01951969327616795,Mn2 Se2
O,Mn4 O8,12,4.0,8.0,0.012547793276873699,0.001045649439739475,0.0031369483192184248,0.0015684741596092124,Mn4 O8
Te,Mn1 Te1,2,1.0,1.0,0.006872537956464749,0.0034362689782323746,0.006872537956464749,0.006872537956464749,Mn1 Te1
S,Mn2 S2,4,2.0,2.0,0.015141375678556345,0.0037853439196390863,0.0075706878392781726,0.0075706878392781726,Mn2 S2
Ga,Mn12 Ga58,70,12.0,58.0,0.5546166019117694,0.007923094313025278,0.04621805015931412,0.009562355205375335,Mn12 Ga58
F,Mn4 F10,14,4.0,10.0,0.022717802604867554,0.001622700186061968,0.0056794506512168885,0.0022717802604867556,Mn4 F10
As,Mn23 As16,39,23.0,16.0,0.1541775488897985,0.003953270484353808,0.006703371690860805,0.009636096805612407,Mn23 As16
Ge,Mn6 Ge2,8,6.0,2.0,0.032403834360987,0.004050479295123375,0.0054006390601645,0.0162019171804935,Mn6 Ge2
O,Mn32 O48,80,32.0,48.0,0.165742601720281,0.0020717825215035126,0.005179456303758781,0.0034529708691725205,Mn32 O48
P,Mn12 P4,16,12.0,4.0,0.058278413020928496,0.003642400813808031,0.004856534418410708,0.014569603255232124,Mn12 P4
Ni,Mn1 Ni1,2,1.0,1.0,0.0076374143159454,0.0038187071579727,0.0076374143159454,0.0076374143159454,Mn1 Ni1
Al,Mn2 Al12,14,2.0,12.0,0.10769690544647548,0.007692636103319677,0.05384845272323774,0.008974742120539623,Mn2 Al12
P,Mn6 P3,9,6.0,3.0,0.0311032175083795,0.003455913056486611,0.005183869584729917,0.010367739169459834,Mn6 P3
O,Mn8 O16,24,8.0,16.0,0.03138845665104101,0.001307852360460042,0.003923557081380126,0.001961778540690063,Mn8 O16
O,Mn64 O96,160,64.0,96.0,0.29250282064124505,0.0018281426290077817,0.004570356572519454,0.003046904381679636,Mn64 O96
O,Mn21 O40,61,21.0,40.0,0.06913004547406301,0.001133279434001033,0.003291906927336334,0.0017282511368515753,Mn21 O40
Co,Mn1 Co1,2,1.0,1.0,0.006237435186434751,0.0031187175932173754,0.006237435186434751,0.006237435186434751,Mn1 Co1
Sb,Mn1 Sb1,2,1.0,1.0,0.009245947841516151,0.0046229739207580755,0.009245947841516151,0.009245947841516151,Mn1 Sb1
Sb,Mn3 Sb1,4,3.0,1.0,0.0158447258422587,0.003961181460564675,0.0052815752807529,0.0158447258422587,Mn3 Sb1
F,Mn6 F24,30,6.0,24.0,0.025600675751550492,0.0008533558583850164,0.004266779291925082,0.0010666948229812706,Mn6 F24
P,Mn8 P32,40,8.0,32.0,0.0936102071418675,0.0023402551785466877,0.011701275892733438,0.0029253189731833595,Mn8 P32
O,Mn4 O8,12,4.0,8.0,0.015229729634843748,0.001269144136236979,0.003807432408710937,0.0019037162043554685,Mn4 O8
O,Mn16 O24,40,16.0,24.0,0.08217398060783349,0.002054349515195837,0.005135873787989593,0.0034239158586597284,Mn16 O24
Sb,Mn3 Sb1,4,3.0,1.0,0.01636664132854415,0.004091660332136038,0.0054555471095147174,0.01636664132854415,Mn3 Sb1
O,Mn15 O32,47,15.0,32.0,0.045839294785816,0.0009753041443790638,0.0030559529857210666,0.00143247796205675,Mn15 O32
Si,Mn3 Si1,4,3.0,1.0,0.014526765373180497,0.0036316913432951244,0.004842255124393499,0.014526765373180497,Mn3 Si1
F,Mn4 F12,16,4.0,12.0,0.013334476147191104,0.000833404759199444,0.003333619036797776,0.0011112063455992586,Mn4 F12
Te,Mn4 Te4,8,4.0,4.0,0.03490341544595825,0.004362926930744781,0.008725853861489562,0.008725853861489562,Mn4 Te4
P,Mn6 P24,30,6.0,24.0,0.080670552407964,0.0026890184135988002,0.013445092067994,0.0033612730169985,Mn6 P24
B,Mn1 B2,3,1.0,2.0,0.006802988232709049,0.0022676627442363498,0.006802988232709049,0.0034014941163545247,Mn1 B2
F,Mn6 F20,26,6.0,20.0,0.026060370932308348,0.0010023219589349365,0.004343395155384725,0.0013030185466154174,Mn6 F20
Au,Mn1 Au3,4,1.0,3.0,0.037484095511350846,0.009371023877837711,0.037484095511350846,0.012494698503783616,Mn1 Au3
O,Mn2 O6,8,2.0,6.0,0.010904094224003947,0.0013630117780004934,0.0054520471120019735,0.0018173490373339912,Mn2 O6
F,Mn4 F12,16,4.0,12.0,0.01406767250225965,0.0008792295313912281,0.0035169181255649126,0.0011723060418549708,Mn4 F12
N,Mn2 N2,4,2.0,2.0,0.010185862910884549,0.002546465727721137,0.005092931455442274,0.005092931455442274,Mn2 N2
U,U2 Mn4,6,4.0,4.0,0.02592600635502501,0.004321001059170835,0.006481501588756253,0.006481501588756253,U2 Mn4
Au,Mn1 Au2,3,1.0,2.0,0.0330292207194302,0.011009740239810066,0.0330292207194302,0.0165146103597151,Mn1 Au2
O,Mn4 O4,8,4.0,4.0,0.0206507292646608,0.0025813411580826,0.0051626823161652,0.0051626823161652,Mn4 O4
V,Mn1 V3,4,1.0,3.0,0.0090869462263315,0.002271736556582875,0.0090869462263315,0.0030289820754438334,Mn1 V3
Sb,Mn7 Sb4,11,7.0,4.0,0.0428206267707035,0.0038927842518821365,0.006117232395814786,0.010705156692675875,Mn7 Sb4
P,Mn2 P8,10,2.0,8.0,0.02342623480366699,0.002342623480366699,0.011713117401833496,0.002928279350458374,Mn2 P8
Ge,Mn2 Ge4,6,2.0,4.0,0.0231314526717502,0.0038552421119583667,0.0115657263358751,0.00578286316793755,Mn2 Ge4
Al,Mn1 Al1,2,1.0,1.0,0.004931916492715002,0.002465958246357501,0.004931916492715002,0.004931916492715002,Mn1 Al1
P,Mn4 P4,8,4.0,4.0,0.025057417043182505,0.003132177130397813,0.006264354260795626,0.006264354260795626,Mn4 P4
Rh,Mn1 Rh1,2,1.0,1.0,0.013763014712661954,0.006881507356330977,0.013763014712661954,0.013763014712661954,Mn1 Rh1
Ge,Mn10 Ge4,14,10.0,4.0,0.067539286627107,0.0048242347590790715,0.0067539286627107,0.01688482165677675,Mn10 Ge4
F,Mn4 F12,16,4.0,12.0,0.021273598086438347,0.0013295998804023967,0.005318399521609587,0.0017727998405365289,Mn4 F12
O,Mn12 O24,36,12.0,24.0,0.0393090068213085,0.0010919168561474583,0.0032757505684423752,0.0016378752842211876,Mn12 O24
Al,Mn3 Al1,4,3.0,1.0,0.012462567423122,0.0031156418557805,0.004154189141040667,0.012462567423122,Mn3 Al1
F,Mn2 F6,8,2.0,6.0,0.00801070046390235,0.0010013375579877937,0.004005350231951175,0.001335116743983725,Mn2 F6
O,Mn12 O16,28,12.0,16.0,0.042328742768461505,0.0015117408131593395,0.0035273952307051256,0.002645546423028844,Mn12 O16
F,Mn4 F8,12,4.0,8.0,0.02142904877195835,0.0017857540643298625,0.005357262192989588,0.002678631096494794,Mn4 F8
Ga,Mn1 Ga1,2,1.0,1.0,0.0067575238021213,0.00337876190106065,0.0067575238021213,0.0067575238021213,Mn1 Ga1
S,Mn4 S6,10,4.0,6.0,0.026000729241950148,0.002600072924195015,0.006500182310487537,0.004333454873658358,Mn4 S6
Se,Mn1 Se1,2,1.0,1.0,0.019830082011351394,0.009915041005675697,0.019830082011351394,0.019830082011351394,Mn1 Se1
F,Mn6 F18,24,6.0,18.0,0.0272101396641174,0.001133755819338225,0.0045350232773529,0.0015116744257843001,Mn6 F18
O,Mn32 O48,80,32.0,48.0,0.2104317154252785,0.002630396442815981,0.006575991107039953,0.004383994071359969,Mn32 O48
Zn,Mn1 Zn3,4,1.0,3.0,0.01463671112718765,0.0036591777817969124,0.01463671112718765,0.0048789037090625495,Mn1 Zn3
Nb,Mn8 Nb4,12,8.0,4.0,0.08828460819146401,0.007357050682622001,0.011035576023933001,0.022071152047866003,Mn8 Nb4
Ge,Mn30 Ge12,42,30.0,12.0,0.1645512479341965,0.003917886855576107,0.00548504159780655,0.013712603994516376,Mn30 Ge12
Zr,Zr4 Mn8,12,8.0,8.0,0.039881807771427996,0.003323483980952333,0.0049852259714284995,0.0049852259714284995,Zr4 Mn8
F,Mn10 F30,40,10.0,30.0,0.0426058928120175,0.0010651473203004374,0.00426058928120175,0.0014201964270672501,Mn10 F30
N,Mn6 N8,14,6.0,8.0,0.028081229371236006,0.002005802097945429,0.004680204895206001,0.003510153671404501,Mn6 N8
Pd,Mn2 Pd6,8,2.0,6.0,0.0732083594895405,0.009151044936192563,0.03660417974477025,0.012201393248256752,Mn2 Pd6
O,Mn5 O8,13,5.0,8.0,0.017759917283650298,0.0013661474833577152,0.0035519834567300595,0.0022199896604562872,Mn5 O8
O,Mn5 O8,13,5.0,8.0,0.02168160293463945,0.0016678156103568807,0.00433632058692789,0.0027102003668299313,Mn5 O8
O,Mn6 O12,18,6.0,12.0,0.027909895903259006,0.001550549772403278,0.004651649317209835,0.0023258246586049173,Mn6 O12
Ir,Mn6 Ir2,8,6.0,2.0,0.0429290424191025,0.005366130302387813,0.00715484040318375,0.02146452120955125,Mn6 Ir2
Ru,Mn2 Ru6,8,2.0,6.0,0.076077663046984,0.009509707880873,0.038038831523492,0.012679610507830667,Mn2 Ru6
Al,Mn1 Al12,13,1.0,12.0,0.0785089018112905,0.006039146293176192,0.0785089018112905,0.006542408484274208,Mn1 Al12
O,Mn4 O6,10,4.0,6.0,0.0202849562481167,0.0020284956248116702,0.005071239062029175,0.0033808260413527836,Mn4 O6
O,Mn16 O24,40,16.0,24.0,0.057400061136234,0.0014350015284058499,0.003587503821014625,0.00239166921400975,Mn16 O24
O,Mn4 O8,12,4.0,8.0,0.016633168023488694,0.0013860973352907244,0.0041582920058721735,0.0020791460029360867,Mn4 O8
Ti,Ti4 Mn8,12,8.0,8.0,0.033342748879622505,0.0027785624066352086,0.004167843609952813,0.004167843609952813,Ti4 Mn8
O,Mn12 O16,28,12.0,16.0,0.04524018022210349,0.001615720722217982,0.0037700150185086246,0.0028275112638814683,Mn12 O16
Pd,Mn7 Pd9,16,7.0,9.0,0.14788660241842,0.00924291265115125,0.021126657488345715,0.016431844713157777,Mn7 Pd9
N,Mn2 N1,3,2.0,1.0,0.00840357345928065,0.0028011911530935497,0.004201786729640325,0.00840357345928065,Mn2 N1
F,Mn2 F8,10,2.0,8.0,0.00786639825245965,0.0007866398252459651,0.003933199126229825,0.0009832997815574563,Mn2 F8
O,Mn10 O14,24,10.0,14.0,0.0530321323847545,0.0022096721826981042,0.0053032132384754505,0.003788009456053893,Mn10 O14
As,Mn4 As4,8,4.0,4.0,0.031151766746323653,0.0038939708432904566,0.007787941686580913,0.007787941686580913,Mn4 As4
Ir,Mn1 Ir1,2,1.0,1.0,0.012739049522168297,0.0063695247610841485,0.012739049522168297,0.012739049522168297,Mn1 Ir1
Zr,Zr8 Mn16,24,16.0,16.0,0.07974392109326547,0.0033226633788860614,0.004983995068329092,0.004983995068329092,Zr8 Mn16
F,Mn2 F6,8,2.0,6.0,0.005377923903735602,0.0006722404879669502,0.002688961951867801,0.0008963206506226003,Mn2 F6
Zr,Zr3 Mn9,12,9.0,9.0,0.035568437123785004,0.0029640364269820836,0.003952048569309445,0.003952048569309445,Zr3 Mn9
Be,Mn1 Be3,4,1.0,3.0,0.005403631947993499,0.0013509079869983747,0.005403631947993499,0.0018012106493311662,Mn1 Be3
O,Mn12 O16,28,12.0,16.0,0.030692548702042993,0.0010961624536443926,0.002557712391836916,0.001918284293877687,Mn12 O16
Er,Er4 Mn8,12,8.0,8.0,0.03424153563835701,0.0028534613031964175,0.004280191954794626,0.004280191954794626,Er4 Mn8
Al,Mn4 Al11,15,4.0,11.0,0.0346449029390485,0.0023096601959365663,0.008661225734762124,0.0031495366308225904,Mn4 Al11
Pd,Mn11 Pd21,32,11.0,21.0,0.29416034524880796,0.009192510789025249,0.02674184956807345,0.014007635488038475,Mn11 Pd21
O,Mn4 O6,10,4.0,6.0,0.020311282089717553,0.0020311282089717554,0.005077820522429388,0.003385213681619592,Mn4 O6
N,Mn1 N1,2,1.0,1.0,0.0054832958372915495,0.0027416479186457747,0.0054832958372915495,0.0054832958372915495,Mn1 N1
Tm,Tm6 Mn23,29,23.0,23.0,0.08822242722456397,0.003042152662915999,0.0038357577054158247,0.0038357577054158247,Tm6 Mn23
Ti,Ti10 Mn6,16,6.0,6.0,0.04727778730250401,0.0029548617064065006,0.007879631217084002,0.007879631217084002,Ti10 Mn6
F,Mn4 F10,14,4.0,10.0,0.0138640398049601,0.00099028855749715,0.003466009951240025,0.00138640398049601,Mn4 F10
Co,Mn6 Co2,8,6.0,2.0,0.024612913727691497,0.003076614215961437,0.004102152287948583,0.012306456863845749,Mn6 Co2
O,Mn12 O16,28,12.0,16.0,0.104929340232001,0.0037474764368571785,0.008744111686000084,0.006558083764500062,Mn12 O16
Zn,Mn1 Zn13,14,1.0,13.0,0.15744091475552852,0.011245779625394895,0.15744091475552852,0.012110839596579116,Mn1 Zn13
Al,Mn10 Al16,26,10.0,16.0,0.06682970580786199,0.002570373300302384,0.0066829705807861985,0.004176856612991374,Mn10 Al16
Er,Er6 Mn23,29,23.0,23.0,0.07810131650715951,0.002693148845074466,0.0033957094133547612,0.0033957094133547612,Er6 Mn23
O,Mn8 O17,25,8.0,17.0,0.03095357314542,0.0012381429258168,0.0038691966431775,0.0018207984203188236,Mn8 O17
Sc,Sc4 Mn8,12,8.0,8.0,0.03534201617449799,0.0029451680145414993,0.004417752021812249,0.004417752021812249,Sc4 Mn8
Te,Mn4 Te4,8,4.0,4.0,0.03783651788714215,0.004729564735892769,0.009459129471785538,0.009459129471785538,Mn4 Te4
Ga,Mn1 Ga1,2,1.0,1.0,0.00669014730370995,0.003345073651854975,0.00669014730370995,0.00669014730370995,Mn1 Ga1
O,Mn1 O2,3,1.0,2.0,0.00214894333605565,0.0007163144453518833,0.00214894333605565,0.001074471668027825,Mn1 O2
Se,Mn4 Se8,12,4.0,8.0,0.0436958544135885,0.0036413212011323754,0.010923963603397126,0.005461981801698563,Mn4 Se8
V,Mn1 V1,2,1.0,1.0,0.004959458268010201,0.0024797291340051004,0.004959458268010201,0.004959458268010201,Mn1 V1
Cl,Mn1 Cl2,3,1.0,2.0,0.007422057078934459,0.0024740190263114865,0.007422057078934459,0.0037110285394672295,Mn1 Cl2
Pt,Mn2 Pt2,4,2.0,2.0,0.03465332553106735,0.008663331382766837,0.017326662765533674,0.017326662765533674,Mn2 Pt2
Ir,Mn6 Ir2,8,6.0,2.0,0.04268228763125649,0.005335285953907061,0.007113714605209415,0.021341143815628245,Mn6 Ir2
F,Mn2 F6,8,2.0,6.0,0.006957735033513849,0.0008697168791892312,0.0034788675167569246,0.0011596225055856416,Mn2 F6
Ir,Mn2 Ir6,8,2.0,6.0,0.17669970176546448,0.02208746272068306,0.08834985088273224,0.02944995029424408,Mn2 Ir6
N,Mn4 N1,5,4.0,1.0,0.021064168015066654,0.004212833603013331,0.0052660420037666635,0.021064168015066654,Mn4 N1
O,Mn2 O4,6,2.0,4.0,0.010758861514685102,0.0017931435857808503,0.005379430757342551,0.0026897153786712754,Mn2 O4
O,Mn12 O24,36,12.0,24.0,0.042466616408744495,0.0011796282335762359,0.003538884700728708,0.001769442350364354,Mn12 O24
Ti,Ti5 Mn7,12,7.0,7.0,0.0331933903895965,0.002766115865799708,0.004741912912799499,0.004741912912799499,Ti5 Mn7
Ti,Ti42 Mn50,92,50.0,50.0,0.33341251047474496,0.003624049026899402,0.006668250209494899,0.006668250209494899,Ti42 Mn50
Ge,Mn4 Ge4,8,4.0,4.0,0.0267739600463855,0.0033467450057981874,0.006693490011596375,0.006693490011596375,Mn4 Ge4
N,Mn8 N4,12,8.0,4.0,0.0384330353807945,0.0032027529483995413,0.004804129422599312,0.009608258845198624,Mn8 N4
Ga,Mn3 Ga1,4,3.0,1.0,0.013679115899572998,0.0034197789748932495,0.004559705299857666,0.013679115899572998,Mn3 Ga1
Hf,Hf12 Mn12,24,12.0,12.0,0.06008069750304801,0.002503362395960334,0.005006724791920668,0.005006724791920668,Hf12 Mn12
O,Mn6 O12,18,6.0,12.0,0.020948741885462502,0.0011638189936368057,0.003491456980910417,0.0017457284904552086,Mn6 O12
S,Mn4 S8,12,4.0,8.0,0.029298781101143707,0.0024415650917619758,0.007324695275285927,0.0036623476376429634,Mn4 S8
Al,Mn48 Al108,156,48.0,108.0,1.8053385701216151,0.011572683141805226,0.037611220210866984,0.016716097871496437,Mn48 Al108
Zr,Zr2 Mn4,6,4.0,4.0,0.019937232310007005,0.0033228720516678342,0.004984308077501751,0.004984308077501751,Zr2 Mn4
F,Mn7 F18,25,7.0,18.0,0.026745946297570558,0.0010698378519028223,0.0038208494710815083,0.0014858859054205865,Mn7 F18
Ni,Mn1 Ni1,2,1.0,1.0,0.008514558185197151,0.004257279092598576,0.008514558185197151,0.008514558185197151,Mn1 Ni1
As,Mn8 As6,14,8.0,6.0,0.05410914425706499,0.0038649388755046424,0.006763643032133124,0.009018190709510833,Mn8 As6
Rh,Mn3 Rh1,4,3.0,1.0,0.022516843836457502,0.0056292109591143755,0.0075056146121525,0.022516843836457502,Mn3 Rh1
B,Mn4 B16,20,4.0,16.0,0.0505066336406885,0.002525331682034425,0.012626658410172124,0.003156664602543031,Mn4 B16
Sb,Mn28 Sb26,54,28.0,26.0,0.18987996080929653,0.0035162955705425286,0.006781427171760591,0.007303075415742174,Mn28 Sb26
Ni,Mn1 Ni3,4,1.0,3.0,0.012694945149827,0.00317373628745675,0.012694945149827,0.004231648383275667,Mn1 Ni3
Ga,Mn4 Ga10,14,4.0,10.0,0.03608694387691949,0.0025776388483513923,0.009021735969229873,0.0036086943876919493,Mn4 Ga10
S,Mn1 S1,2,1.0,1.0,0.0058718161568309495,0.0029359080784154747,0.0058718161568309495,0.0058718161568309495,Mn1 S1
N,Mn1 N1,2,1.0,1.0,0.005102376826631751,0.0025511884133158757,0.005102376826631751,0.005102376826631751,Mn1 N1
Si,Mn3 Si1,4,3.0,1.0,0.016597520109585998,0.004149380027396499,0.005532506703195332,0.016597520109585998,Mn3 Si1
Tm,Tm1 Mn12,13,12.0,12.0,0.05897456816558451,0.004536505243506501,0.004914547347132043,0.004914547347132043,Tm1 Mn12
O,Mn9 O13,22,9.0,13.0,0.0397153561540885,0.0018052434615494772,0.004412817350454278,0.003055027396468346,Mn9 O13
P,Mn2 P4,6,2.0,4.0,0.016099444741959498,0.002683240790326583,0.008049722370979749,0.0040248611854898746,Mn2 P4
Br,Mn1 Br2,3,1.0,2.0,0.008862928607475435,0.002954309535825145,0.008862928607475435,0.004431464303737718,Mn1 Br2
O,Mn1 O2,3,1.0,2.0,0.003172110529271851,0.0010573701764239503,0.003172110529271851,0.0015860552646359254,Mn1 O2
Au,Mn1 Au1,2,1.0,1.0,0.047461609347491746,0.023730804673745873,0.047461609347491746,0.047461609347491746,Mn1 Au1
Br,Mn1 Br2,3,1.0,2.0,0.009129927367130716,0.003043309122376905,0.009129927367130716,0.004564963683565358,Mn1 Br2
Pd,Mn3 Pd5,8,3.0,5.0,0.073056693155628,0.0091320866444535,0.024352231051876002,0.014611338631125601,Mn3 Pd5
Ni,Mn1 Ni1,2,1.0,1.0,0.006513086086322551,0.0032565430431612755,0.006513086086322551,0.006513086086322551,Mn1 Ni1
Lu,Lu6 Mn23,29,23.0,23.0,0.09829426559088397,0.003389457434168413,0.004273663721342781,0.004273663721342781,Lu6 Mn23
As,Mn4 As2,6,4.0,2.0,0.021263664276991903,0.003543944046165317,0.005315916069247976,0.010631832138495952,Mn4 As2
Pt,Mn1 Pt1,2,1.0,1.0,0.0157859151589534,0.0078929575794767,0.0157859151589534,0.0157859151589534,Mn1 Pt1
F,Mn4 F12,16,4.0,12.0,0.0171379336268211,0.0010711208516763187,0.004284483406705275,0.001428161135568425,Mn4 F12
