Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
Cd,Cd4 Cu8,12,8.0,8.0,0.109255299528136,0.009104608294011333,0.013656912441017,0.013656912441017,Cd4 Cu8
N,Cu4 N32,36,4.0,32.0,0.0,0.0,0.0,0.0,Cu4 N32
Pu,Pu2 Cu4,6,4.0,4.0,0.0812079248550429,0.01353465414250715,0.020301981213760725,0.020301981213760725,Pu2 Cu4
Se,Cu6 Se6,12,6.0,6.0,0.035522624143505245,0.0029602186786254372,0.0059204373572508745,0.0059204373572508745,Cu6 Se6
Sn,Cu1 Sn3,4,1.0,3.0,0.024038184526674403,0.006009546131668601,0.024038184526674403,0.008012728175558134,Cu1 Sn3
N,Cu3 N1,4,3.0,1.0,0.024470411379155198,0.0061176028447887994,0.008156803793051733,0.024470411379155198,Cu3 N1
Mg,Mg4 Cu2,6,2.0,2.0,0.04557002360713704,0.0075950039345228405,0.02278501180356852,0.02278501180356852,Mg4 Cu2
Cl,Cu3 Cl1,4,3.0,1.0,0.02750929806549015,0.006877324516372537,0.00916976602183005,0.02750929806549015,Cu3 Cl1
S,Cu3 S2,5,3.0,2.0,0.021226246895338398,0.00424524937906768,0.007075415631779466,0.010613123447669199,Cu3 S2
O,Cu4 O4,8,4.0,4.0,0.008853762675067399,0.0011067203343834249,0.0022134406687668497,0.0022134406687668497,Cu4 O4
V,V3 Cu1,4,1.0,1.0,0.072719275318765,0.01817981882969125,0.072719275318765,0.072719275318765,V3 Cu1
In,In2 Cu6,8,6.0,6.0,0.08991208592131765,0.011239010740164706,0.014985347653552942,0.014985347653552942,In2 Cu6
S,Cu1 S1,2,1.0,1.0,0.008062818861691452,0.004031409430845726,0.008062818861691452,0.008062818861691452,Cu1 S1
Fe,Fe1 Cu4,5,4.0,4.0,0.04806488156602755,0.009612976313205509,0.012016220391506887,0.012016220391506887,Fe1 Cu4
Ag,Cu3 Ag1,4,3.0,1.0,0.04724777256664025,0.011811943141660062,0.015749257522213417,0.04724777256664025,Cu3 Ag1
Ca,Ca10 Cu10,20,10.0,10.0,0.2559406538093155,0.012797032690465776,0.025594065380931553,0.025594065380931553,Ca10 Cu10
As,Cu4 As2,6,4.0,2.0,0.0397901830774858,0.006631697179580967,0.00994754576937145,0.0198950915387429,Cu4 As2
Sn,Cu30 Sn10,40,30.0,10.0,0.3672101690564775,0.009180254226411938,0.012240338968549251,0.03672101690564775,Cu30 Sn10
O,Cu1 O2,3,1.0,2.0,0.0036684660519050996,0.0012228220173017,0.0036684660519050996,0.0018342330259525498,Cu1 O2
C,Cu1 C6,7,1.0,6.0,0.0028376085885903997,0.0004053726555129142,0.0028376085885903997,0.0004729347647650666,Cu1 C6
S,Cu1 S2,3,1.0,2.0,0.0,0.0,0.0,0.0,Cu1 S2
Ga,Ga1 Cu4,5,4.0,4.0,0.0486496805298172,0.00972993610596344,0.0121624201324543,0.0121624201324543,Ga1 Cu4
Al,Al2 Cu1,3,1.0,1.0,0.02157310726304245,0.007191035754347483,0.02157310726304245,0.02157310726304245,Al2 Cu1
Br,Cu1 Br2,3,1.0,2.0,0.0024228982189544554,0.0008076327396514851,0.0024228982189544554,0.0012114491094772277,Cu1 Br2
I,Cu2 I2,4,2.0,2.0,0.0062575934391099,0.001564398359777475,0.00312879671955495,0.00312879671955495,Cu2 I2
Yb,Yb4 Cu8,12,8.0,8.0,0.19479892265690746,0.016233243554742288,0.024349865332113432,0.024349865332113432,Yb4 Cu8
Br,Cu1 Br1,2,1.0,1.0,0.00316292973021246,0.00158146486510623,0.00316292973021246,0.00316292973021246,Cu1 Br1
Sn,Cu20 Sn16,36,20.0,16.0,0.26815901725602154,0.007448861590445043,0.013407950862801077,0.016759938578501346,Cu20 Sn16
Mg,Mg3 Cu1,4,1.0,1.0,0.03587162618048495,0.008967906545121238,0.03587162618048495,0.03587162618048495,Mg3 Cu1
Ge,Cu5 Ge2,7,5.0,2.0,0.0563304788902047,0.008047211270029242,0.01126609577804094,0.02816523944510235,Cu5 Ge2
Si,Cu6 Si2,8,6.0,2.0,0.06632407336571106,0.008290509170713882,0.01105401222761851,0.03316203668285553,Cu6 Si2
Be,Be1 Cu1,2,1.0,1.0,0.017661172997424347,0.008830586498712174,0.017661172997424347,0.017661172997424347,Be1 Cu1
Se,Cu96 Se48,144,96.0,48.0,0.5793998490888176,0.004023610063116789,0.006035415094675183,0.012070830189350366,Cu96 Se48
S,Cu96 S48,144,96.0,48.0,0.6112705436189575,0.004244934330687205,0.0063674014960308075,0.012734802992061615,Cu96 S48
Cd,Cd1 Cu3,4,3.0,3.0,0.032062514714036344,0.008015628678509086,0.010687504904678782,0.010687504904678782,Cd1 Cu3
Ni,Cu1 Ni1,2,1.0,1.0,0.0215419876120312,0.0107709938060156,0.0215419876120312,0.0215419876120312,Cu1 Ni1
I,Cu1 I4,5,1.0,4.0,0.0,0.0,0.0,0.0,Cu1 I4
O,Cu6 O8,14,6.0,8.0,0.030301219233362903,0.0021643728023830644,0.005050203205560484,0.003787652404170363,Cu6 O8
Lu,Lu6 Cu23,29,23.0,23.0,0.36648701802845496,0.01263748338029155,0.015934218175150217,0.015934218175150217,Lu6 Cu23
Eu,Eu1 Cu1,2,1.0,1.0,0.042381089894018495,0.021190544947009247,0.042381089894018495,0.042381089894018495,Eu1 Cu1
Cl,Cu2 Cl2,4,2.0,2.0,0.006201427730254299,0.0015503569325635747,0.0031007138651271493,0.0031007138651271493,Cu2 Cl2
Pr,Pr4 Cu24,28,24.0,24.0,0.359181497476612,0.012827910624164714,0.014965895728192166,0.014965895728192166,Pr4 Cu24
As,Cu36 As16,52,36.0,16.0,0.39879490179696553,0.007669132726864722,0.01107763616102682,0.024924681362310346,Cu36 As16
Sn,Cu20 Sn6,26,20.0,6.0,0.24004725372168048,0.009232586681603096,0.012002362686084024,0.04000787562028008,Cu20 Sn6
Bi,Cu2 Bi2,4,2.0,2.0,0.020605664973990297,0.005151416243497574,0.010302832486995149,0.010302832486995149,Cu2 Bi2
B,Cu16 B80,96,16.0,80.0,0.25811695058611994,0.0026887182352720827,0.016132309411632496,0.003226461882326499,Cu16 B80
B,Cu16 B80,96,16.0,80.0,0.24682397272823503,0.002571083049252448,0.01542649829551469,0.0030852996591029377,Cu16 B80
Fe,Fe2 Cu6,8,6.0,6.0,0.07421336179476598,0.009276670224345748,0.012368893632460997,0.012368893632460997,Fe2 Cu6
Ag,Cu2 Ag6,8,2.0,6.0,0.06778167651402137,0.00847270956425267,0.03389083825701068,0.011296946085670228,Cu2 Ag6
Te,Cu3 Te1,4,3.0,1.0,0.029620272539821097,0.007405068134955274,0.009873424179940365,0.029620272539821097,Cu3 Te1
Al,Al2 Cu6,8,6.0,6.0,0.0855176030185555,0.010689700377319438,0.014252933836425917,0.014252933836425917,Al2 Cu6
In,In16 Cu36,52,36.0,36.0,0.5415247847415825,0.010413938168107355,0.015042355131710625,0.015042355131710625,In16 Cu36
In,In9 Cu11,20,11.0,11.0,0.203653792973717,0.01018268964868585,0.018513981179428818,0.018513981179428818,In9 Cu11
Sn,Cu2 Sn6,8,2.0,6.0,0.0506383918544585,0.006329798981807313,0.02531919592722925,0.008439731975743084,Cu2 Sn6
P,Cu18 P6,24,18.0,6.0,0.1558124800214855,0.006492186667561896,0.008656248890082529,0.025968746670247584,Cu18 P6
N,Cu4 N12,16,4.0,12.0,0.0,0.0,0.0,0.0,Cu4 N12
Au,Cu1 Au3,4,1.0,3.0,0.04148506172133615,0.010371265430334037,0.04148506172133615,0.013828353907112048,Cu1 Au3
N,Cu3 N1,4,3.0,1.0,0.024478702556078702,0.0061196756390196755,0.0081595675186929,0.024478702556078702,Cu3 N1
P,Cu18 P6,24,18.0,6.0,0.16745669233966598,0.006977362180819416,0.009303149574425887,0.027909448723277663,Cu18 P6
Se,Cu19 Se11,30,19.0,11.0,0.13525124081854353,0.004508374693951451,0.007118486358870712,0.012295567347140322,Cu19 Se11
Se,Cu2 Se1,3,2.0,1.0,0.014674776446667101,0.004891592148889034,0.007337388223333551,0.014674776446667101,Cu2 Se1
I,Cu4 I4,8,4.0,4.0,0.0125011389774318,0.001562642372178975,0.00312528474435795,0.00312528474435795,Cu4 I4
Sb,Cu3 Sb1,4,3.0,1.0,0.03446605182166205,0.008616512955415512,0.011488683940554016,0.03446605182166205,Cu3 Sb1
H,Cu2 H2,4,2.0,2.0,0.0224850398120449,0.005621259953011225,0.01124251990602245,0.01124251990602245,Cu2 H2
Dy,Dy3 Cu21,24,21.0,21.0,0.24038103811030753,0.010015876587929481,0.011446716100490835,0.011446716100490835,Dy3 Cu21
N,Cu3 N1,4,3.0,1.0,0.025091045124566905,0.006272761281141726,0.008363681708188969,0.025091045124566905,Cu3 N1
Zr,Zr3 Cu1,4,1.0,1.0,0.07159090405553205,0.017897726013883012,0.07159090405553205,0.07159090405553205,Zr3 Cu1
Sc,Sc1 Cu3,4,3.0,3.0,0.0442208644569503,0.011055216114237576,0.014740288152316768,0.014740288152316768,Sc1 Cu3
N,Cu4 N12,16,4.0,12.0,0.0,0.0,0.0,0.0,Cu4 N12
As,Cu18 As6,24,18.0,6.0,0.173897016617595,0.007245709025733124,0.009660945367644166,0.028982836102932497,Cu18 As6
As,Cu16 As4,20,16.0,4.0,0.15701806368605203,0.007850903184302602,0.009813628980378252,0.03925451592151301,Cu16 As4
Cd,Cd20 Cu8,28,8.0,8.0,0.23935765804926798,0.008548487787473856,0.029919707256158497,0.029919707256158497,Cd20 Cu8
Al,Al1 Cu1,2,1.0,1.0,0.021180629475614204,0.010590314737807102,0.021180629475614204,0.021180629475614204,Al1 Cu1
Ce,Ce4 Cu4,8,4.0,4.0,0.03224416711745584,0.00403052088968198,0.00806104177936396,0.00806104177936396,Ce4 Cu4
Au,Cu10 Au10,20,10.0,10.0,0.21514548000914252,0.010757274000457126,0.021514548000914253,0.021514548000914253,Cu10 Au10
O,Cu2 O2,4,2.0,2.0,0.008789366635044352,0.002197341658761088,0.004394683317522176,0.004394683317522176,Cu2 O2
Se,Cu6 Se6,12,6.0,6.0,0.03526658295045965,0.0029388819125383044,0.005877763825076609,0.005877763825076609,Cu6 Se6
As,Cu24 As8,32,24.0,8.0,0.22330292887936248,0.006978216527480078,0.00930428870330677,0.02791286610992031,Cu24 As8
S,Cu4 S2,6,4.0,2.0,0.02733396321580875,0.0045556605359681245,0.006833490803952187,0.013666981607904374,Cu4 S2
In,In3 Cu1,4,1.0,1.0,0.03316189133868849,0.008290472834672123,0.03316189133868849,0.03316189133868849,In3 Cu1
Cl,Cu4 Cl12,16,4.0,12.0,0.0,0.0,0.0,0.0,Cu4 Cl12
Mn,Mn2 Cu6,8,6.0,6.0,0.031191954104373497,0.003898994263046687,0.005198659017395583,0.005198659017395583,Mn2 Cu6
Pd,Cu1 Pd1,2,1.0,1.0,0.032980815089385704,0.016490407544692852,0.032980815089385704,0.032980815089385704,Cu1 Pd1
Zr,Zr16 Cu8,24,8.0,8.0,0.41946694115472205,0.017477789214780087,0.052433367644340256,0.052433367644340256,Zr16 Cu8
Dy,Dy6 Cu23,29,23.0,23.0,0.42255826273303954,0.014570974577001364,0.01837209837969737,0.01837209837969737,Dy6 Cu23
Tb,Tb1 Cu5,6,5.0,5.0,0.07666568318594165,0.012777613864323608,0.01533313663718833,0.01533313663718833,Tb1 Cu5
Se,Cu9 Se8,17,9.0,8.0,0.04818143008428761,0.002834201769663977,0.005353492231587512,0.006022678760535951,Cu9 Se8
Mn,Mn4 Cu1,5,1.0,1.0,0.018130569352087504,0.003626113870417501,0.018130569352087504,0.018130569352087504,Mn4 Cu1
O,Cu8 O1,9,8.0,1.0,0.0658945276337271,0.007321614181525234,0.008236815954215888,0.0658945276337271,Cu8 O1
Yb,Yb3 Cu1,4,1.0,1.0,0.08520019523629566,0.021300048809073914,0.08520019523629566,0.08520019523629566,Yb3 Cu1
S,Cu12 S6,18,12.0,6.0,0.07133870783426251,0.0039632615463479175,0.005944892319521875,0.01188978463904375,Cu12 S6
In,In9 Cu11,20,11.0,11.0,0.19146351401103048,0.009573175700551525,0.01740577400100277,0.01740577400100277,In9 Cu11
Sn,Cu81 Sn22,103,81.0,22.0,0.930008340678745,0.009029207191055778,0.011481584452824012,0.04227310639448841,Cu81 Sn22
Dy,Dy1 Cu5,6,5.0,5.0,0.07357802704068575,0.012263004506780958,0.01471560540813715,0.01471560540813715,Dy1 Cu5
O,Cu2 O2,4,2.0,2.0,0.0108244390329566,0.00270610975823915,0.0054122195164783,0.0054122195164783,Cu2 O2
Al,Al1 Cu3,4,3.0,3.0,0.04270850843472605,0.010677127108681513,0.014236169478242017,0.014236169478242017,Al1 Cu3
Au,Cu2 Au6,8,2.0,6.0,0.0,0.0,0.0,0.0,Cu2 Au6
N,Cu1 N1,2,1.0,1.0,0.00991916657138825,0.004959583285694125,0.00991916657138825,0.00991916657138825,Cu1 N1
Mg,Mg3 Cu1,4,1.0,1.0,0.03435041416193995,0.008587603540484988,0.03435041416193995,0.03435041416193995,Mg3 Cu1
S,Cu11 S16,27,11.0,16.0,0.05220098718487501,0.0019333698957361115,0.004745544289534092,0.003262561699054688,Cu11 S16
Se,Cu2 Se2,4,2.0,2.0,0.013429782315818197,0.0033574455789545494,0.006714891157909099,0.006714891157909099,Cu2 Se2
Th,Th4 Cu2,6,2.0,2.0,0.090003668449775,0.015000611408295833,0.0450018342248875,0.0450018342248875,Th4 Cu2
I,Cu1 I4,5,1.0,4.0,0.0,0.0,0.0,0.0,Cu1 I4
Ti,Ti4 Cu6,10,6.0,6.0,0.11385474965429349,0.011385474965429349,0.018975791609048914,0.018975791609048914,Ti4 Cu6
Pb,Cu1 Pb3,4,1.0,3.0,0.024699294318477803,0.006174823579619451,0.024699294318477803,0.008233098106159268,Cu1 Pb3
Li,Li1 Cu3,4,3.0,3.0,0.0567901465790843,0.014197536644771075,0.018930048859694768,0.018930048859694768,Li1 Cu3
O,Cu1 O2,3,1.0,2.0,0.001047352900568605,0.00034911763352286836,0.001047352900568605,0.0005236764502843025,Cu1 O2
N,Cu6 N2,8,6.0,2.0,0.028094434583106696,0.003511804322888337,0.004682405763851116,0.014047217291553348,Cu6 N2
Si,Cu7 Si6,13,7.0,6.0,0.0088941301998413,0.0006841638615262539,0.0012705900285487572,0.0014823550333068834,Cu7 Si6
Se,Cu29 Se19,48,29.0,19.0,0.19787045026174852,0.0041223010471197604,0.006823118974543053,0.010414234224302554,Cu29 Se19
Nd,Nd4 Cu24,28,24.0,24.0,0.35488704467269006,0.01267453730973893,0.01478696019469542,0.01478696019469542,Nd4 Cu24
O,Cu3 O2,5,3.0,2.0,0.0168380407300263,0.0033676081460052598,0.005612680243342099,0.00841902036501315,Cu3 O2
O,Cu8 O6,14,8.0,6.0,0.05710714002095295,0.004079081430068068,0.0071383925026191185,0.009517856670158824,Cu8 O6
S,Cu4 S8,12,4.0,8.0,0.0,0.0,0.0,0.0,Cu4 S8
Se,Cu8 Se4,12,8.0,4.0,0.05068888033762265,0.004224073361468554,0.006336110042202831,0.012672220084405663,Cu8 Se4
Ce,Ce3 Cu1,4,1.0,1.0,0.0139464864200868,0.0034866216050217,0.0139464864200868,0.0139464864200868,Ce3 Cu1
Hf,Hf1 Cu3,4,3.0,3.0,0.04011998937661541,0.010029997344153852,0.013373329792205136,0.013373329792205136,Hf1 Cu3
S,Cu4 S2,6,4.0,2.0,0.0117998586127328,0.0019666431021221334,0.0029499646531832,0.0058999293063664,Cu4 S2
Hg,Cu14 Hg12,26,14.0,12.0,0.11292753356120999,0.004343366675431153,0.008066252397229285,0.009410627796767499,Cu14 Hg12
Al,Al4 Cu16,20,16.0,16.0,0.19805422760649052,0.009902711380324527,0.012378389225405658,0.012378389225405658,Al4 Cu16
Tl,Tl3 Cu1,4,1.0,1.0,0.03258625506457425,0.008146563766143563,0.03258625506457425,0.03258625506457425,Tl3 Cu1
I,Cu6 I6,12,6.0,6.0,0.0264048959455599,0.0022004079954633248,0.0044008159909266495,0.0044008159909266495,Cu6 I6
Y,Y4 Cu8,12,8.0,8.0,0.197995250113004,0.016499604176083666,0.0247494062641255,0.0247494062641255,Y4 Cu8
Zn,Zn1 Cu1,2,1.0,1.0,0.016038585672557903,0.008019292836278951,0.016038585672557903,0.016038585672557903,Zn1 Cu1
Al,Al3 Cu2,5,2.0,2.0,0.04280310758311331,0.008560621516622662,0.021401553791556654,0.021401553791556654,Al3 Cu2
V,V3 Cu1,4,1.0,1.0,0.06972492509206,0.017431231273015,0.06972492509206,0.06972492509206,V3 Cu1
Mg,Mg8 Cu2,10,2.0,2.0,0.060548328618672195,0.0060548328618672195,0.030274164309336098,0.030274164309336098,Mg8 Cu2
As,Cu3 As1,4,3.0,1.0,0.0290046197758392,0.0072511549439598,0.0096682065919464,0.0290046197758392,Cu3 As1
S,Cu2 S4,6,2.0,4.0,0.014579884496029153,0.002429980749338192,0.0072899422480145765,0.0036449711240072883,Cu2 S4
Ge,Cu3 Ge1,4,3.0,1.0,0.03480727112482079,0.008701817781205198,0.011602423708273598,0.03480727112482079,Cu3 Ge1
Sr,Sr3 Cu1,4,1.0,1.0,0.0108809040711368,0.0027202260177842,0.0108809040711368,0.0108809040711368,Sr3 Cu1
O,Cu8 O12,20,8.0,12.0,0.03222965833293585,0.0016114829166467923,0.004028707291616981,0.002685804861077987,Cu8 O12
P,Cu18 P6,24,18.0,6.0,0.154583943793264,0.006440997658052667,0.008587996877403557,0.02576399063221067,Cu18 P6
Cl,Cu1 Cl1,2,1.0,1.0,0.006038777520507615,0.0030193887602538074,0.006038777520507615,0.006038777520507615,Cu1 Cl1
S,Cu9 S5,14,9.0,5.0,0.05790750851533845,0.004136250608238461,0.006434167612815383,0.01158150170306769,Cu9 S5
N,Cu1 N1,2,1.0,1.0,0.008594425230795802,0.004297212615397901,0.008594425230795802,0.008594425230795802,Cu1 N1
O,Cu8 O8,16,8.0,8.0,0.03458750460192359,0.0021617190376202245,0.004323438075240449,0.004323438075240449,Cu8 O8
Se,Cu4 Se8,12,4.0,8.0,0.03687125713121715,0.0030726047609347627,0.009217814282804288,0.004608907141402144,Cu4 Se8
I,Cu2 I2,4,2.0,2.0,0.00693780666939925,0.0017344516673498125,0.003468903334699625,0.003468903334699625,Cu2 I2
O,Cu9 O13,22,9.0,13.0,0.044400824496026454,0.00201821929527393,0.00493342494400294,0.003415448038155881,Cu9 O13
Sn,Cu6 Sn2,8,6.0,2.0,0.07549549101025135,0.00943693637628142,0.012582581835041892,0.03774774550512568,Cu6 Sn2
Zr,Zr4 Cu4,8,4.0,4.0,0.03236967702933349,0.004046209628666687,0.008092419257333373,0.008092419257333373,Zr4 Cu4
Ce,Ce3 Cu1,4,1.0,1.0,0.0,0.0,0.0,0.0,Ce3 Cu1
Ge,Cu2 Ge6,8,2.0,6.0,0.05018309011168135,0.006272886263960169,0.025091545055840676,0.008363848351946892,Cu2 Ge6
