Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
Zr,Mg149 Zr1,150,149.0,1.0,1.3279393621937126,0.008852929081291417,0.00891234471270948,1.3279393621937126,Mg149 Zr1
Ta,Mg149 Ta1,150,149.0,1.0,1.5038797522607052,0.010025865015071368,0.010093152699736277,1.5038797522607052,Mg149 Ta1
F,Mg2 F4,6,2.0,4.0,0.01008972197481185,0.0016816203291353084,0.005044860987405925,0.0025224304937029626,Mg2 F4
O,Mg6 O6,12,6.0,6.0,0.022856391287384998,0.00190469927394875,0.0038093985478975,0.0038093985478975,Mg6 O6
Cl,Mg2 Cl4,6,2.0,4.0,0.009057052529246799,0.0015095087548744664,0.004528526264623399,0.0022642631323116997,Mg2 Cl4
Dy,Dy1 Mg149,150,149.0,149.0,1.4558539355191376,0.009705692903460917,0.009770831782007635,0.009770831782007635,Dy1 Mg149
Cl,Mg3 Cl6,9,3.0,6.0,0.013382659006858002,0.0014869621118731113,0.004460886335619334,0.002230443167809667,Mg3 Cl6
Te,Mg2 Te2,4,2.0,2.0,0.01199345164927455,0.0029983629123186374,0.005996725824637275,0.005996725824637275,Mg2 Te2
Hf,Hf3 Mg1,4,1.0,1.0,0.056531060103991046,0.014132765025997761,0.056531060103991046,0.056531060103991046,Hf3 Mg1
Tb,Tb1 Mg149,150,149.0,149.0,1.4919223124319383,0.009946148749546255,0.010012901425717707,0.010012901425717707,Tb1 Mg149
C,Mg4 C6,10,4.0,6.0,0.026591523363758498,0.0026591523363758496,0.0066478808409396245,0.004431920560626417,Mg4 C6
H,Mg4 H8,12,4.0,8.0,0.06491583236021235,0.005409652696684363,0.016228958090053088,0.008114479045026544,Mg4 H8
S,Mg2 S4,6,2.0,4.0,0.009023748322246401,0.0015039580537077335,0.004511874161123201,0.0022559370805616003,Mg2 S4
Ti,Mg1 Ti3,4,1.0,3.0,0.08820009269744104,0.02205002317436026,0.08820009269744104,0.029400030899147014,Mg1 Ti3
Tc,Mg149 Tc1,150,149.0,1.0,1.5288533540307867,0.010192355693538577,0.010260760765307294,1.5288533540307867,Mg149 Tc1
O,Mg40 O40,80,40.0,40.0,0.233928184726901,0.0029241023090862623,0.0058482046181725245,0.0058482046181725245,Mg40 O40
Rb,Rb1 Mg149,150,149.0,149.0,1.4175509228962777,0.009450339485975184,0.009513764583196496,0.009513764583196496,Rb1 Mg149
Nb,Mg149 Nb1,150,149.0,1.0,1.3015741546298618,0.008677161030865745,0.008735397010938669,1.3015741546298618,Mg149 Nb1
O,Mg2 O2,4,2.0,2.0,0.011331115585851351,0.0028327788964628378,0.0056655577929256755,0.0056655577929256755,Mg2 O2
Bi,Mg8 Bi4,12,8.0,4.0,0.11461200251931994,0.009551000209943329,0.014326500314914992,0.028653000629829985,Mg8 Bi4
Ga,Mg149 Ga1,150,149.0,1.0,1.3496986880720332,0.008997991253813554,0.009058380456859283,1.3496986880720332,Mg149 Ga1
B,Mg4 B28,32,4.0,28.0,0.1216972321730635,0.0038030385054082343,0.030424308043265874,0.004346329720466553,Mg4 B28
Sb,Mg3 Sb2,5,3.0,2.0,0.031176139830609104,0.006235227966121821,0.010392046610203034,0.015588069915304552,Mg3 Sb2
Pt,Mg149 Pt1,150,149.0,1.0,1.4829145740431255,0.009886097160287504,0.009952446805658561,1.4829145740431255,Mg149 Pt1
Pr,Pr1 Mg149,150,149.0,149.0,1.2848432370603269,0.008565621580402178,0.008623108973559241,0.008623108973559241,Pr1 Mg149
Th,Th1 Mg149,150,149.0,149.0,1.308167419304922,0.00872111612869948,0.008779647109429007,0.008779647109429007,Th1 Mg149
Cd,Mg6 Cd6,12,6.0,6.0,0.12621075159715167,0.010517562633095973,0.021035125266191945,0.021035125266191945,Mg6 Cd6
Hg,Mg149 Hg1,150,149.0,1.0,1.532881852670966,0.010219212351139774,0.010287797668932657,1.532881852670966,Mg149 Hg1
Br,Mg149 Br1,150,149.0,1.0,1.2990680479537389,0.008660453653024926,0.008718577503045227,1.2990680479537389,Mg149 Br1
Cr,Mg149 Cr1,150,149.0,1.0,1.5007107140986935,0.01000473809399129,0.010071883987239554,1.5007107140986935,Mg149 Cr1
F,Mg2 F4,6,2.0,4.0,0.008169279493182451,0.0013615465821970752,0.004084639746591226,0.002042319873295613,Mg2 F4
Ru,Mg149 Ru1,150,149.0,1.0,1.5127152551545415,0.010084768367696943,0.010152451376876117,1.5127152551545415,Mg149 Ru1
Ge,Mg2 Ge1,3,2.0,1.0,0.03008898215064175,0.010029660716880584,0.015044491075320875,0.03008898215064175,Mg2 Ge1
Se,Mg2 Se2,4,2.0,2.0,0.013574906560216753,0.003393726640054188,0.006787453280108376,0.006787453280108376,Mg2 Se2
Ce,Ce6 Mg6,12,6.0,6.0,0.06160009913058724,0.005133341594215603,0.010266683188431207,0.010266683188431207,Ce6 Mg6
Mn,Mg149 Mn1,150,149.0,1.0,1.3267422375329474,0.008844948250219649,0.00890431031901307,1.3267422375329474,Mg149 Mn1
Br,Mg1 Br2,3,1.0,2.0,0.005393735148038839,0.0017979117160129463,0.005393735148038839,0.0026968675740194196,Mg1 Br2
Sc,Mg149 Sc1,150,149.0,1.0,1.5335927450116213,0.010223951633410808,0.010292568758467258,1.5335927450116213,Mg149 Sc1
Te,Mg4 Te8,12,4.0,8.0,0.04511197310918451,0.0037593310924320424,0.011277993277296127,0.0056389966386480635,Mg4 Te8
Er,Er1 Mg149,150,149.0,149.0,1.5266763037313362,0.010177842024875575,0.010246149689472055,0.010246149689472055,Er1 Mg149
P,Mg149 P1,150,149.0,1.0,1.4817508232319216,0.009878338821546144,0.009944636397529676,1.4817508232319216,Mg149 P1
O,Mg12 O12,24,12.0,12.0,0.05826126625179649,0.0024275527604915204,0.004855105520983041,0.004855105520983041,Mg12 O12
H,Mg4 H8,12,4.0,8.0,0.0765342672317289,0.006377855602644075,0.019133566807932226,0.009566783403966113,Mg4 H8
As,Mg6 As4,10,6.0,4.0,0.05757552815595675,0.005757552815595675,0.009595921359326125,0.014393882038989187,Mg6 As4
Bi,Mg6 Bi6,12,6.0,6.0,0.07580624496238095,0.006317187080198412,0.012634374160396825,0.012634374160396825,Mg6 Bi6
S,Mg1 S1,2,1.0,1.0,0.005483230612305851,0.0027416153061529257,0.005483230612305851,0.005483230612305851,Mg1 S1
Ti,Mg149 Ti1,150,149.0,1.0,1.3389585628534513,0.008926390419023008,0.008986299079553364,1.3389585628534513,Mg149 Ti1
O,Mg1 O1,2,1.0,1.0,0.010035640867934952,0.005017820433967476,0.010035640867934952,0.010035640867934952,Mg1 O1
V,Mg149 V1,150,149.0,1.0,1.3202374798051542,0.008801583198701028,0.008860654226880229,1.3202374798051542,Mg149 V1
Cl,Mg2 Cl4,6,2.0,4.0,0.006406163192488851,0.0010676938654148084,0.0032030815962444253,0.0016015407981222127,Mg2 Cl4
Cl,Mg1 Cl6,7,1.0,6.0,0.00268497160363037,0.0003835673719471957,0.00268497160363037,0.00044749526727172836,Mg1 Cl6
Ac,Ac1 Mg149,150,149.0,149.0,1.4140590566195157,0.009427060377463438,0.009490329239057153,0.009490329239057153,Ac1 Mg149
Te,Mg1 Te1,2,1.0,1.0,0.005286232272508084,0.002643116136254042,0.005286232272508084,0.005286232272508084,Mg1 Te1
O,Mg12 O12,24,12.0,12.0,0.11677313750081451,0.004865547395867272,0.009731094791734543,0.009731094791734543,Mg12 O12
Lu,Lu1 Mg149,150,149.0,149.0,1.4452230661666863,0.009634820441111242,0.00969948366554823,0.00969948366554823,Lu1 Mg149
Se,Mg149 Se1,150,149.0,1.0,1.2997654091159712,0.008665102727439807,0.00872325777930182,1.2997654091159712,Mg149 Se1
Ba,Ba1 Mg149,150,149.0,149.0,1.3954555462834688,0.009303036975223125,0.009365473464989723,0.009365473464989723,Ba1 Mg149
Nd,Nd1 Mg149,150,149.0,149.0,1.4245092611051982,0.009496728407367988,0.009560464839632202,0.009560464839632202,Nd1 Mg149
Si,Mg149 Si1,150,149.0,1.0,1.5286457417511987,0.010190971611674659,0.010259367394303347,1.5286457417511987,Mg149 Si1
Cd,Mg4 Cd8,12,4.0,8.0,0.1187096999835743,0.009892474998631192,0.029677424995893573,0.014838712497946787,Mg4 Cd8
Ce,Ce6 Mg6,12,6.0,6.0,0.06236464631480776,0.005197053859567313,0.010394107719134626,0.010394107719134626,Ce6 Mg6
Cl,Mg1 Cl2,3,1.0,2.0,0.00242224915502806,0.0008074163850093533,0.00242224915502806,0.00121112457751403,Mg1 Cl2
Ca,Ca4 Mg8,12,8.0,8.0,0.1474511157753915,0.012287592981282625,0.018431389471923937,0.018431389471923937,Ca4 Mg8
As,Mg24 As16,40,24.0,16.0,0.2249659300080725,0.005624148250201812,0.00937358041700302,0.014060370625504531,Mg24 As16
F,Mg4 F8,12,4.0,8.0,0.020534464125346253,0.0017112053437788545,0.005133616031336563,0.0025668080156682816,Mg4 F8
Y,Y1 Mg149,150,149.0,149.0,1.2715299189924465,0.00847686612661631,0.00853375784558689,0.00853375784558689,Y1 Mg149
O,Mg40 O40,80,40.0,40.0,0.22790766789220102,0.002848845848652513,0.005697691697305026,0.005697691697305026,Mg40 O40
Sn,Mg149 Sn1,150,149.0,1.0,1.3112426361027678,0.008741617574018453,0.008800286148340724,1.3112426361027678,Mg149 Sn1
Te,Mg149 Te1,150,149.0,1.0,1.330141218721209,0.008867608124808059,0.008927122273296704,1.330141218721209,Mg149 Te1
Ho,Ho1 Mg149,150,149.0,149.0,1.431518994645542,0.009543459964303613,0.009607510031178134,0.009607510031178134,Ho1 Mg149
Sb,Mg149 Sb1,150,149.0,1.0,1.4376251991760145,0.009584167994506763,0.00964849126963768,1.4376251991760145,Mg149 Sb1
O,Mg40 O40,80,40.0,40.0,0.2374385024967685,0.0029679812812096066,0.005935962562419213,0.005935962562419213,Mg40 O40
Ag,Mg149 Ag1,150,149.0,1.0,1.3276984800354719,0.00885132320023648,0.008910728053929342,1.3276984800354719,Mg149 Ag1
Ce,Ce6 Mg6,12,6.0,6.0,0.06181529968151419,0.005151274973459516,0.010302549946919032,0.010302549946919032,Ce6 Mg6
Cl,Mg2 Cl4,6,2.0,4.0,0.00544008511541395,0.0009066808525689916,0.002720042557706975,0.0013600212788534875,Mg2 Cl4
O,Mg1 O2,3,1.0,2.0,0.0065298764987901485,0.002176625499596716,0.0065298764987901485,0.0032649382493950743,Mg1 O2
O,Mg4 O8,12,4.0,8.0,0.025032468184351498,0.002086039015362625,0.0062581170460878745,0.0031290585230439373,Mg4 O8
Br,Mg1 Br6,7,1.0,6.0,0.00322749892106509,0.00046107127443787,0.00322749892106509,0.0005379164868441817,Mg1 Br6
O,Mg12 O12,24,12.0,12.0,0.08886390690690749,0.0037026627877878118,0.0074053255755756235,0.0074053255755756235,Mg12 O12
O,Mg40 O40,80,40.0,40.0,0.223231950064449,0.002790399375805612,0.005580798751611224,0.005580798751611224,Mg40 O40
O,Mg8 O8,16,8.0,8.0,0.058774850645221,0.0036734281653263124,0.007346856330652625,0.007346856330652625,Mg8 O8
S,Mg1 S1,2,1.0,1.0,0.0032299402642144,0.0016149701321072,0.0032299402642144,0.0032299402642144,Mg1 S1
P,Mg24 P16,40,24.0,16.0,0.19840311672051053,0.004960077918012763,0.008266796530021272,0.012400194795031908,Mg24 P16
In,Mg149 In1,150,149.0,1.0,1.4792864531195131,0.009861909687463422,0.009928097000802102,1.4792864531195131,Mg149 In1
Cl,Mg1 Cl2,3,1.0,2.0,0.004438679945526384,0.0014795599818421279,0.004438679945526384,0.002219339972763192,Mg1 Cl2
Pm,Pm1 Mg149,150,149.0,149.0,1.2724021350921406,0.00848268090061427,0.008539611644913696,0.008539611644913696,Pm1 Mg149
Be,Mg149 Be1,150,149.0,1.0,1.3311923797178586,0.008874615864785725,0.008934177045086299,1.3311923797178586,Mg149 Be1
O,Mg40 O40,80,40.0,40.0,0.2575422459540135,0.0032192780744251686,0.006438556148850337,0.006438556148850337,Mg40 O40
Ni,Mg149 Ni1,150,149.0,1.0,1.516106919253373,0.010107379461689154,0.010175214223177,1.516106919253373,Mg149 Ni1
O,Mg12 O12,24,12.0,12.0,0.069980043347594,0.0029158351394830834,0.005831670278966167,0.005831670278966167,Mg12 O12
N,Mg24 N16,40,24.0,16.0,0.23974910656597903,0.005993727664149476,0.009989546106915792,0.01498431916037369,Mg24 N16
O,Mg6 O6,12,6.0,6.0,0.033598688398556696,0.0027998906998797247,0.005599781399759449,0.005599781399759449,Mg6 O6
Zn,Mg149 Zn1,150,149.0,1.0,1.4485282625412497,0.009656855083608331,0.00972166619155201,1.4485282625412497,Mg149 Zn1
As,Mg4 As16,20,4.0,16.0,0.052803967113322345,0.002640198355666117,0.013200991778330586,0.0033002479445826466,Mg4 As16
Mo,Mg149 Mo1,150,149.0,1.0,1.3259068522545807,0.008839379015030539,0.008898703706406582,1.3259068522545807,Mg149 Mo1
Hf,Hf1 Mg149,150,149.0,149.0,1.2811716510273368,0.008541144340182246,0.008598467456559308,0.008598467456559308,Hf1 Mg149
Pd,Mg149 Pd1,150,149.0,1.0,1.3313254629572233,0.008875503086381489,0.008935070221189419,1.3313254629572233,Mg149 Pd1
Bi,Mg24 Bi16,40,24.0,16.0,0.174568581217279,0.004364214530431975,0.007273690884053292,0.010910536326079938,Mg24 Bi16
Bi,Mg6 Bi6,12,6.0,6.0,0.09958054810057881,0.008298379008381568,0.016596758016763136,0.016596758016763136,Mg6 Bi6
Sb,Mg24 Sb16,40,24.0,16.0,0.18130353336863148,0.004532588334215787,0.0075543138903596445,0.011331470835539467,Mg24 Sb16
Sm,Sm1 Mg149,150,149.0,149.0,1.2156334037027205,0.00810422269135147,0.008158613447669265,0.008158613447669265,Sm1 Mg149
I,Mg1 I2,3,1.0,2.0,0.0058348847658140305,0.0019449615886046768,0.0058348847658140305,0.0029174423829070152,Mg1 I2
Re,Mg149 Re1,150,149.0,1.0,1.4668702369598088,0.009779134913065392,0.009844766691005428,1.4668702369598088,Mg149 Re1
O,Mg40 O40,80,40.0,40.0,0.24059028042199299,0.0030073785052749124,0.006014757010549825,0.006014757010549825,Mg40 O40
Se,Mg4 Se8,12,4.0,8.0,0.03931609591749255,0.0032763413264577123,0.009829023979373137,0.004914511989686569,Mg4 Se8
Au,Mg149 Au1,150,149.0,1.0,1.358232805461407,0.009054885369742714,0.009115656412492665,1.358232805461407,Mg149 Au1
H,Mg4 H8,12,4.0,8.0,0.0570551075126743,0.004754592292722858,0.014263776878168575,0.0071318884390842874,Mg4 H8
H,Mg8 H16,24,8.0,16.0,0.131389659107069,0.0054745691294612086,0.016423707388383627,0.008211853694191813,Mg8 H16
O,Mg4 O8,12,4.0,8.0,0.0224233046072414,0.0018686087172701167,0.00560582615181035,0.002802913075905175,Mg4 O8
O,Mg40 O40,80,40.0,40.0,0.23010572049463196,0.0028763215061828997,0.005752643012365799,0.005752643012365799,Mg40 O40
O,Mg40 O40,80,40.0,40.0,0.2412842935292665,0.003016053669115831,0.006032107338231662,0.006032107338231662,Mg40 O40
Te,Mg1 Te1,2,1.0,1.0,0.01112261514839715,0.005561307574198575,0.01112261514839715,0.01112261514839715,Mg1 Te1
Al,Mg149 Al1,150,149.0,1.0,1.5393949175612647,0.010262632783741765,0.010331509513833992,1.5393949175612647,Mg149 Al1
Ce,Ce6 Mg6,12,6.0,6.0,0.06485630297993039,0.005404691914994199,0.010809383829988398,0.010809383829988398,Ce6 Mg6
C,Mg2 C4,6,2.0,4.0,0.001310197005658001,0.00021836616760966682,0.0006550985028290005,0.0003275492514145002,Mg2 C4
H,Mg2 H4,6,2.0,4.0,0.0261677863951401,0.00436129773252335,0.01308389319757005,0.006541946598785025,Mg2 H4
Pb,Mg149 Pb1,150,149.0,1.0,1.3036278128225125,0.008690852085483416,0.008749179951828943,1.3036278128225125,Mg149 Pb1
Bi,Mg6 Bi6,12,6.0,6.0,0.0788758565907558,0.00657298804922965,0.0131459760984593,0.0131459760984593,Mg6 Bi6
O,Mg1 O1,2,1.0,1.0,0.00996173192555975,0.004980865962779875,0.00996173192555975,0.00996173192555975,Mg1 O1
Bi,Mg6 Bi6,12,6.0,6.0,0.08585716995114316,0.007154764162595264,0.014309528325190527,0.014309528325190527,Mg6 Bi6
Ca,Ca2 Mg10,12,10.0,10.0,0.13071989961412508,0.010893324967843758,0.013071989961412508,0.013071989961412508,Ca2 Mg10
Li,Li1 Mg149,150,149.0,149.0,1.516943227714469,0.010112954851429793,0.010180827031640732,0.010180827031640732,Li1 Mg149
Si,Mg2 Si1,3,2.0,1.0,0.0285599197123834,0.009519973237461133,0.0142799598561917,0.0285599197123834,Mg2 Si1
Eu,Eu1 Mg149,150,149.0,149.0,1.2212277539193772,0.008141518359462514,0.008196159422277699,0.008196159422277699,Eu1 Mg149
O,Mg1 O1,2,1.0,1.0,0.0085596092086229,0.00427980460431145,0.0085596092086229,0.0085596092086229,Mg1 O1
Ca,Ca6 Mg6,12,6.0,6.0,0.1530352979863276,0.012752941498860632,0.025505882997721264,0.025505882997721264,Ca6 Mg6
