Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result
C,12.011,170.0,2.55,11.26,1.263,11.3,0.010430360906489966,0.01564554135973495,2.0,1.0,0.0312910827194699,0.000894516702795378,8.945167027953781
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.008414240490329277,0.03786408220648175,4.0,14.0,0.010818309201851927,0.0004475186525772437,4.475186525772437
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.003381125230798584,0.005071687846197876,4.0,2.0,0.010143375692395751,0.000224580387881484,2.24580387881484
In,114.818,193.0,1.78,5.786,0.3,65.0,0.0158885857309179,0.02383287859637685,4.0,2.0,0.0476657571927537,0.0008629897598199533,8.629897598199532
Mg,24.305,173.0,1.31,7.646,,71.2,0.015972585708462966,0.02395887856269445,4.0,2.0,0.0479177571253889,0.0007737303251916095,7.737303251916095
Mg,24.305,173.0,1.31,7.646,,71.2,0.018210532401979434,0.02731579860296915,4.0,2.0,0.0546315972059383,0.0008599328913827792,8.599328913827792
Mg,24.305,173.0,1.31,7.646,,71.2,0.01635847971691933,0.024537719575378997,4.0,2.0,0.049075439150757995,0.0007980115737352179,7.980115737352179
Mg,24.305,173.0,1.31,7.646,,71.2,0.016747909933537558,0.025121864900306337,4.0,2.0,0.050243729800612674,0.0008190535147650581,8.19053514765058
Mg,24.305,173.0,1.31,7.646,,71.2,0.016573127627500753,0.02485969144125113,4.0,2.0,0.04971938288250226,0.0008125076106280225,8.125076106280225
Mg,24.305,173.0,1.31,7.646,,71.2,0.01710104140929543,0.02565156211394315,4.0,2.0,0.0513031242278863,0.0008478715162686398,8.478715162686397
Mg,24.305,173.0,1.31,7.646,,71.2,0.016511373111389366,0.02476705966708405,4.0,2.0,0.0495341193341681,0.0008169659314601231,8.169659314601232
Mg,24.305,173.0,1.31,7.646,,71.2,0.016232283835451115,0.024348425753176674,4.0,2.0,0.04869685150635335,0.000788892368110128,7.88892368110128
Mg,24.305,173.0,1.31,7.646,,71.2,0.017195114853695497,0.025792672280543247,4.0,2.0,0.051585344561086495,0.0008614505344781485,8.614505344781485
Mg,24.305,173.0,1.31,7.646,,71.2,0.016940384550472167,0.02541057682570825,4.0,2.0,0.0508211536514165,0.0008025184778899901,8.0251847788999
Mg,24.305,173.0,1.31,7.646,,71.2,0.015393274413614176,0.023089911620421264,4.0,2.0,0.04617982324084253,0.0007406687667256043,7.406687667256043
Mg,24.305,173.0,1.31,7.646,,71.2,0.01620412097823212,0.024306181467348177,4.0,2.0,0.048612362934696354,0.0007898224658663135,7.8982246586631355
N,14.007,155.0,3.04,14.534,,7.4,0.01015153667536405,0.015227305013046075,2.0,1.0,0.03045461002609215,0.0010711412584620283,10.711412584620284
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0009431894084540749,0.0018863788169081498,1.0,1.0,0.0018863788169081498,0.00012397123504384296,1.2397123504384295
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0010620963944123,0.0021241927888246,1.0,1.0,0.0021241927888246,0.00012991430160302786,1.2991430160302786
O,15.999,152.0,3.44,13.618,1.461,5.3,0.00658640547496025,0.0131728109499205,4.0,4.0,0.0131728109499205,0.0006919140254355078,6.919140254355078
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0006939110828974998,0.0013878221657949996,4.0,4.0,0.0013878221657949996,8.79650418040317e-05,0.879650418040317
O,15.999,152.0,3.44,13.618,1.461,5.3,0.008374927601858725,0.012562391402788087,68.0,34.0,0.025124782805576173,0.0008524738105996186,8.524738105996187
O,15.999,152.0,3.44,13.618,1.461,5.3,0.009150625250787942,0.013725937876181912,68.0,34.0,0.027451875752363825,0.0008946932907852831,8.946932907852831
O,15.999,152.0,3.44,13.618,1.461,5.3,0.009555845815616715,0.014333768723425074,68.0,34.0,0.028667537446850147,0.0009924824533622467,9.924824533622466
O,15.999,152.0,3.44,13.618,1.461,5.3,0.009505084007598332,0.014257626011397498,68.0,34.0,0.028515252022794996,0.0009902003649908647,9.902003649908647
O,15.999,152.0,3.44,13.618,1.461,5.3,0.009517318787581816,0.014275978181372724,2.0,1.0,0.028551956362745448,0.0011331783274980002,11.331783274980001
O,15.999,152.0,3.44,13.618,1.461,5.3,0.011343460409023917,0.017015190613535874,8.0,4.0,0.03403038122707175,0.0015057894347418222,15.057894347418221
Pd,106.42,202.0,2.2,8.337,0.557,26.14,0.0035551581521786175,0.005332737228267926,2.0,1.0,0.010665474456535852,0.00025988493939855807,2.5988493939855806
Pt,195.08,209.0,2.28,9.0,2.128,48.0,0.011026604177195018,0.016539906265792527,2.0,1.0,0.033079812531585054,0.0008304126456701344,8.304126456701344
Sb,121.76,206.0,2.05,8.64,1.07,43.0,0.010201988267131944,0.015302982400697917,12.0,6.0,0.030605964801395835,0.0005234804629297378,5.234804629297378
Sb,121.76,206.0,2.05,8.64,1.07,43.0,0.009598265034239361,0.014397397551359041,12.0,6.0,0.028794795102718082,0.00048038622612758,4.8038622612758
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.009659878001782918,0.014489817002674377,2.0,1.0,0.028979634005348753,0.0005497240546315091,5.497240546315091
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.0006762462959074836,0.0010143694438612253,4.0,2.0,0.0020287388877224507,4.052523373100308e-05,0.4052523373100308
Sn,118.71,217.0,1.96,7.344,1.2,53.0,0.002214984862140686,0.007752447017492401,4.0,10.0,0.0031009788069969605,9.421022555929212e-05,0.9421022555929212
S,32.07,180.0,2.58,10.36,2.077,19.4,0.011492868933480333,0.0172393034002205,8.0,4.0,0.034478606800441,0.0008070252529462686,8.070252529462685
S,32.07,180.0,2.58,10.36,2.077,19.4,0.010985183275117135,0.016477774912675703,2.0,1.0,0.032955549825351406,0.0007230398644367353,7.2303986443673525
S,32.07,180.0,2.58,10.36,2.077,19.4,0.009078917697892923,0.013618376546839384,22.0,11.0,0.02723675309367877,0.0005894421499285596,5.894421499285596
S,32.07,180.0,2.58,10.36,2.077,19.4,0.007274794632308341,0.010912191948462512,4.0,2.0,0.021824383896925023,0.0004593183158705164,4.5931831587051635
S,32.07,180.0,2.58,10.36,2.077,19.4,0.009012315787995152,0.013518473681992728,22.0,11.0,0.027036947363985455,0.0005851181905868992,5.851181905868992
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.009249914298278466,0.013874871447417699,2.0,1.0,0.027749742894835398,0.0004016297699639786,4.016297699639786
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.016036368403658435,0.024054552605487653,4.0,2.0,0.048109105210975306,0.0008522431001638194,8.522431001638195
Ac,227.02775,260.0,1.1,5.17,,282.0,0.015467269695351362,0.020623026260468483,3.0,1.0,0.06186907878140545,0.0005497534255226988,5.497534255226988
Ag,107.868,172.0,1.93,7.576,1.302,55.0,0.011748702206599052,0.019581170344331753,6.0,4.0,0.02937175551649763,0.000728951577083893,7.289515770838929
Ag,107.868,172.0,1.93,7.576,1.302,55.0,0.014077170102024562,0.01876956013603275,3.0,1.0,0.05630868040809825,0.0008576334577067169,8.57633457706717
Ag,107.868,172.0,1.93,7.576,1.302,55.0,0.014062171593762277,0.01874956212501637,3.0,1.0,0.05624868637504911,0.0008616868333232555,8.616868333232555
Ag,107.868,172.0,1.93,7.576,1.302,55.0,0.01351600528784069,0.018021340383787585,6.0,2.0,0.05406402115136276,0.0008172516171396446,8.172516171396445
Al,26.981538,184.0,1.61,5.986,0.441,57.8,0.01456987339850881,0.024283122330848016,3.0,2.0,0.03642468349627202,0.0009091570601375479,9.091570601375478
Al,26.981538,184.0,1.61,5.986,0.441,57.8,0.0182875311182473,0.024383374824329732,3.0,1.0,0.0731501244729892,0.0010994216749187625,10.994216749187625
As,74.92159,185.0,2.18,9.815,0.81,30.0,0.0033715430803786125,0.011238476934595376,48.0,112.0,0.00481649011482659,0.00014609728937649478,1.4609728937649478
As,74.92159,185.0,2.18,9.815,0.81,30.0,0.01173736754524223,0.015649823393656306,18.0,6.0,0.04694947018096892,0.0007748913389755584,7.748913389755584
As,74.92159,185.0,2.18,9.815,0.81,30.0,0.011587267310999376,0.015449689747999167,6.0,2.0,0.0463490692439975,0.0007331805034213794,7.331805034213794
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.012245565251970961,0.016327420335961282,3.0,1.0,0.048982261007883846,0.0008167730673651279,8.16773067365128
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.013998298957246863,0.018664398609662482,3.0,1.0,0.05599319582898745,0.000897156054958744,8.97156054958744
Be,9.012183,153.0,1.57,9.323,,37.74,0.016525939106695826,0.022034585475594434,3.0,1.0,0.0661037564267833,0.0011316002475610279,11.31600247561028
Be,9.012183,153.0,1.57,9.323,,37.74,0.016261512172467563,0.02168201622995675,6.0,2.0,0.06504604868987025,0.001094167252663825,10.94167252663825
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,0.013114259749988012,0.017485679666650683,3.0,1.0,0.05245703899995205,0.0007004742166216941,7.004742166216941
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,0.010853074003687114,0.014470765338249486,6.0,2.0,0.043412296014748455,0.0005084358462874856,5.084358462874857
B,10.81,192.0,2.04,8.298,0.277,20.5,0.0010008373333783753,0.0013344497778378338,3.0,1.0,0.004003349333513501,8.840269705939855e-05,0.8840269705939855
Ca,40.08,231.0,1.0,6.113,,160.8,0.020655197499124374,0.027540263332165832,3.0,1.0,0.0826207899964975,0.0007728898867858424,7.728898867858423
Ca,40.08,231.0,1.0,6.113,,160.8,0.018622928001813324,0.024830570669084433,3.0,1.0,0.0744917120072533,0.0006999594172306051,6.999594172306051
Cd,112.41,158.0,1.69,8.994,,46.0,0.015417567652994436,0.02055675687065925,3.0,1.0,0.061670270611977746,0.000758762798904737,7.587627989047371
Cd,112.41,158.0,1.69,8.994,,46.0,0.015468942210151514,0.02062525628020202,3.0,1.0,0.061875768840606055,0.0008560629090444348,8.560629090444348
Cd,112.41,158.0,1.69,8.994,,46.0,0.01509938825519645,0.02013251767359527,3.0,1.0,0.0603975530207858,0.0008331205077996447,8.331205077996447
Ce,140.116,235.0,1.12,5.539,0.5,205.0,0.012910891392535002,0.017214521856713336,3.0,1.0,0.05164356557014001,0.0005009717637229524,5.0097176372295245
Co,58.93319,192.0,1.88,7.881,0.661,55.0,0.0021803966961082503,0.0029071955948110004,3.0,1.0,0.008721586784433001,0.00015485029164171078,1.5485029164171078
Co,58.93319,192.0,1.88,7.881,0.661,55.0,0.0018062524701053118,0.0024083366268070824,6.0,2.0,0.007225009880421247,0.0001344076858548293,1.344076858548293
Cr,51.996,189.0,1.66,6.767,0.666,83.0,0.0016928325907377378,0.0022571101209836503,3.0,1.0,0.006771330362950951,9.237969344452269e-05,0.9237969344452269
Cr,51.996,189.0,1.66,6.767,0.666,83.0,0.0014992341325515872,0.001998978843402116,3.0,1.0,0.005996936530206349,8.224613891340053e-05,0.8224613891340052
Cr,51.996,189.0,1.66,6.767,0.666,83.0,0.0015033062535905,0.0020044083381206665,6.0,2.0,0.006013225014362,8.236954985524746e-05,0.8236954985524746
Cu,63.55,140.0,1.9,7.726,1.228,46.5,0.017449007426023625,0.023265343234698168,3.0,1.0,0.0697960297040945,0.0011864677380007038,11.864677380007038
C,12.011,170.0,2.55,11.26,1.263,11.3,0.011156314153430252,0.014875085537907002,3.0,1.0,0.04462525661372101,0.0012127355117863042,12.127355117863042
Dy,162.5,229.0,1.22,5.939,,163.0,0.021671095832681,0.028894794443574665,6.0,2.0,0.086684383330724,0.0009252315285710755,9.252315285710754
Er,167.26,235.0,1.24,6.108,,150.0,0.018466138531709312,0.02462151804227908,6.0,2.0,0.07386455412683725,0.0008054392857020925,8.054392857020925
Eu,151.964,233.0,,5.67,,184.0,0.026647099976302602,0.03552946663507014,3.0,1.0,0.10658839990521041,0.0009189265066819189,9.189265066819189
Eu,151.964,233.0,,5.67,,184.0,0.019344518960395116,0.025792691947193486,6.0,2.0,0.07737807584158046,0.0006912759888389927,6.912759888389926
Fe,55.84,194.0,1.83,7.902,0.163,62.0,0.0025248728686606253,0.003366497158214167,6.0,2.0,0.010099491474642501,0.00016460806484591616,1.6460806484591617
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.00693648886628653,0.03930677024229034,3.0,14.0,0.008422879337633643,0.0003516837229634169,3.516837229634169
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.0036465791879533595,0.006077631979922266,3.0,2.0,0.009116447969883399,0.0002480680156003317,2.480680156003317
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.0108511996191861,0.036170665397287,6.0,14.0,0.015501713741694428,0.0006214064811348696,6.214064811348696
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.01730856052869555,0.0230780807049274,3.0,1.0,0.0692342421147822,0.0011120137675277673,11.120137675277673
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.01762814316777746,0.02350419089036995,3.0,1.0,0.07051257267110984,0.0011236238712273646,11.236238712273646
Gd,157.25,237.0,1.2,6.15,,158.0,0.019037768812911013,0.025383691750548016,6.0,2.0,0.07615107525164405,0.0008468277920693581,8.46827792069358
Ge,72.63,211.0,2.01,7.9,1.35,40.0,0.012173486547005414,0.01623131539600722,3.0,1.0,0.048693946188021656,0.0008322171903039826,8.322171903039827
Hg,200.59,209.0,2.0,10.438,,33.0,0.012426190638381157,0.01656825418450821,6.0,2.0,0.04970476255352463,0.0007118289918753508,7.118289918753508
Hg,200.59,209.0,2.0,10.438,,33.0,0.012993035441716799,0.017324047255622397,3.0,1.0,0.051972141766867194,0.0007620379732940314,7.6203797329403145
Hg,200.59,209.0,2.0,10.438,,33.0,0.013026191390203324,0.017368255186937766,3.0,1.0,0.052104765560813296,0.000767276118965544,7.67276118965544
Ho,164.93033,216.0,1.23,6.022,,156.0,0.018495497010934437,0.024660662681245917,6.0,2.0,0.07398198804373775,0.0008013787432899311,8.01378743289931
In,114.818,193.0,1.78,5.786,0.3,65.0,0.01469818115328804,0.024496968588813398,3.0,2.0,0.0367454528832201,0.0007797100965468508,7.797100965468508
In,114.818,193.0,1.78,5.786,0.3,65.0,0.01766364578860825,0.023551527718144335,3.0,1.0,0.070654583154433,0.0009888936817495128,9.888936817495127
In,114.818,193.0,1.78,5.786,0.3,65.0,0.017290920571953697,0.02305456076260493,3.0,1.0,0.06916368228781479,0.0009445892058545471,9.445892058545471
