-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0029    4342.2386 1048704.9211
    30   12 Mg         0.0015     677.1546   60626.8607
    31   12 Mg         0.0015     677.1546   60626.8607
    32   12 Mg         0.0015     677.1546   60626.8607
    33   12 Mg         0.0015     677.1546   60626.8607
    34   12 Mg         0.0015     677.1546   60626.8607
    35   12 Mg         0.0015     677.1546   60626.8607
    36   12 Mg         0.0015     677.1535   60626.7651
    37   12 Mg         0.0015     677.1535   60626.7651
    38   12 Mg         0.0015     677.1535   60626.7651
    39   12 Mg         0.0015     677.1529   60626.7108
    40   12 Mg         0.0015     677.1529   60626.7108
    41   12 Mg         0.0015     677.1529   60626.7108
    42   12 Mg         0.0015     677.1533   60626.7477
    43   12 Mg         0.0015     677.1533   60626.7477
    44   12 Mg         0.0015     677.1533   60626.7477
    45   12 Mg         0.0015     677.1533   60626.7477
    46   12 Mg         0.0015     677.1533   60626.7477
    47   12 Mg         0.0015     677.1533   60626.7477
    48   12 Mg         0.0016     677.1500   60626.4481
    49   12 Mg         0.0016     677.1500   60626.4481
    50   12 Mg         0.0016     677.1500   60626.4481
    51   12 Mg         0.0015     677.1544   60626.8442
    52   12 Mg         0.0015     677.1544   60626.8442
    53   12 Mg         0.0015     677.1544   60626.8442
    54   12 Mg         0.0015     677.1544   60626.8434
    55   12 Mg         0.0015     677.1544   60626.8433
    56   12 Mg         0.0015     677.1544   60626.8433
    57   12 Mg         0.0015     677.1537   60626.7755
    58   12 Mg         0.0015     677.1537   60626.7755
    59   12 Mg         0.0015     677.1537   60626.7755
    60   12 Mg         0.0015     677.1537   60626.7755
    61   12 Mg         0.0015     677.1537   60626.7755
    62   12 Mg         0.0015     677.1537   60626.7755
    63   12 Mg         0.0015     677.1538   60626.7838
    64   12 Mg         0.0015     677.1538   60626.7838
    65   12 Mg         0.0015     677.1538   60626.7838
    66   12 Mg         0.0015     677.1538   60626.7838
    67   12 Mg         0.0015     677.1538   60626.7838
    68   12 Mg         0.0015     677.1538   60626.7838
    69   12 Mg         0.0015     677.1536   60626.7716
    70   12 Mg         0.0015     677.1536   60626.7716
    71   12 Mg         0.0015     677.1536   60626.7716
    72   12 Mg         0.0015     677.1535   60626.7638
    73   12 Mg         0.0015     677.1535   60626.7638
    74   12 Mg         0.0015     677.1535   60626.7638
    75   12 Mg         0.0015     677.1540   60626.8033
    76   12 Mg         0.0015     677.1541   60626.8106
    77   12 Mg         0.0015     677.1541   60626.8107
    78   12 Mg         0.0015     677.1541   60626.8153
    79   12 Mg         0.0015     677.1541   60626.8155
    80   12 Mg         0.0015     677.1541   60626.8155
    81   12 Mg         0.0015     677.1541   60626.8155
    82   12 Mg         0.0015     677.1541   60626.8155
    83   12 Mg         0.0015     677.1540   60626.8026
    84   12 Mg         0.0015     677.1538   60626.7876
    85   12 Mg         0.0015     677.1538   60626.7876
    86   12 Mg         0.0015     677.1541   60626.8155
    87   12 Mg         0.0015     677.1541   60626.8155
    88   12 Mg         0.0015     677.1538   60626.7910
    89   12 Mg         0.0015     677.1538   60626.7910
    90   12 Mg         0.0015     677.1536   60626.7727
    91   12 Mg         0.0015     677.1541   60626.8106
    92   12 Mg         0.0015     677.1538   60626.7876
    93   12 Mg         0.0015     677.1538   60626.7876
    94   12 Mg         0.0015     677.1536   60626.7726
    95   12 Mg         0.0015     677.1536   60626.7726
    96   12 Mg         0.0015     677.1541   60626.8153
    97   12 Mg         0.0015     677.1541   60626.8153
    98   12 Mg         0.0015     677.1538   60626.7876
    99   12 Mg         0.0015     677.1538   60626.7876
   100   12 Mg         0.0015     677.1538   60626.7910
   101   12 Mg         0.0015     677.1540   60626.8033
   102   12 Mg         0.0015     677.1535   60626.7638
   103   12 Mg         0.0015     677.1535   60626.7638
   104   12 Mg         0.0015     677.1535   60626.7638
   105   12 Mg         0.0015     677.1536   60626.7717
   106   12 Mg         0.0015     677.1536   60626.7716
   107   12 Mg         0.0015     677.1536   60626.7716
   108   12 Mg         0.0015     677.1538   60626.7838
   109   12 Mg         0.0015     677.1538   60626.7838
   110   12 Mg         0.0015     677.1538   60626.7838
   111   12 Mg         0.0015     677.1538   60626.7838
   112   12 Mg         0.0015     677.1538   60626.7838
   113   12 Mg         0.0015     677.1538   60626.7838
   114   12 Mg         0.0015     677.1537   60626.7756
   115   12 Mg         0.0015     677.1537   60626.7755
   116   12 Mg         0.0015     677.1537   60626.7756
   117   12 Mg         0.0015     677.1537   60626.7756
   118   12 Mg         0.0015     677.1537   60626.7755
   119   12 Mg         0.0015     677.1537   60626.7756
   120   12 Mg         0.0015     677.1544   60626.8434
   121   12 Mg         0.0015     677.1544   60626.8433
   122   12 Mg         0.0015     677.1544   60626.8433
   123   12 Mg         0.0015     677.1544   60626.8442
   124   12 Mg         0.0015     677.1544   60626.8442
   125   12 Mg         0.0015     677.1544   60626.8442
   126   12 Mg         0.0016     677.1500   60626.4481
   127   12 Mg         0.0016     677.1500   60626.4482
   128   12 Mg         0.0016     677.1500   60626.4482
   129   12 Mg         0.0015     677.1533   60626.7477
   130   12 Mg         0.0015     677.1533   60626.7477
   131   12 Mg         0.0015     677.1533   60626.7477
   132   12 Mg         0.0015     677.1533   60626.7477
   133   12 Mg         0.0015     677.1533   60626.7477
   134   12 Mg         0.0015     677.1533   60626.7477
   135   12 Mg         0.0015     677.1529   60626.7108
   136   12 Mg         0.0015     677.1529   60626.7108
   137   12 Mg         0.0015     677.1529   60626.7108
   138   12 Mg         0.0015     677.1535   60626.7651
   139   12 Mg         0.0015     677.1535   60626.7650
   140   12 Mg         0.0015     677.1535   60626.7651
   141   12 Mg         0.0015     677.1546   60626.8607
   142   12 Mg         0.0015     677.1546   60626.8607
   143   12 Mg         0.0015     677.1546   60626.8607
   144   12 Mg         0.0015     677.1546   60626.8607
   145   12 Mg         0.0015     677.1546   60626.8607
   146   12 Mg         0.0015     677.1546   60626.8607
   147   12 Mg         0.0015     677.1547   60626.8712
   148   12 Mg         0.0015     677.1547   60626.8712
   149   12 Mg         0.0015     677.1547   60626.8712
   150   12 Mg         0.0015     677.1547   60626.8712
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.14229564E-02     -0.89291864
     2   12 Mg  -0.59175162E-03     -0.37132975
     3   12 Mg  -0.59217764E-03     -0.37159708
     4   12 Mg  -0.59217679E-03     -0.37159654
     5   12 Mg  -0.63703036E-03     -0.39974259
     6   12 Mg  -0.63702970E-03     -0.39974218
     7   12 Mg  -0.59175362E-03     -0.37133100
     8   12 Mg  -0.59175240E-03     -0.37133024
     9   12 Mg  -0.59592023E-03     -0.37394559
    10   12 Mg  -0.59592142E-03     -0.37394634
    11   12 Mg  -0.60145733E-03     -0.37742017
    12   12 Mg  -0.59217714E-03     -0.37159677
    13   12 Mg  -0.59592565E-03     -0.37394899
    14   12 Mg  -0.59592302E-03     -0.37394734
    15   12 Mg  -0.59793266E-03     -0.37520841
    16   12 Mg  -0.59793682E-03     -0.37521102
    17   12 Mg  -0.63702776E-03     -0.39974096
    18   12 Mg  -0.63702744E-03     -0.39974076
    19   12 Mg  -0.60145895E-03     -0.37742119
    20   12 Mg  -0.60146189E-03     -0.37742303
    21   12 Mg  -0.59793812E-03     -0.37521183
    22   12 Mg  -0.63702688E-03     -0.39974040
    23   12 Mg  -0.63703077E-03     -0.39974284
    24   12 Mg  -0.59592673E-03     -0.37394967
    25   12 Mg  -0.59591929E-03     -0.37394500
    26   12 Mg  -0.58783545E-03     -0.36887231
    27   12 Mg  -0.58783222E-03     -0.36887029
    28   12 Mg  -0.58783335E-03     -0.36887100
    29   12 Mg  -0.58495120E-03     -0.36706242
    30   12 Mg  -0.58616474E-03     -0.36782393
    31   12 Mg  -0.58616245E-03     -0.36782249
    32   12 Mg  -0.58616437E-03     -0.36782370
    33   12 Mg  -0.58616400E-03     -0.36782347
    34   12 Mg  -0.58616518E-03     -0.36782420
    35   12 Mg  -0.58616540E-03     -0.36782434
    36   12 Mg  -0.59476314E-03     -0.37321951
    37   12 Mg  -0.59476744E-03     -0.37322221
    38   12 Mg  -0.59476535E-03     -0.37322089
    39   12 Mg  -0.59975825E-03     -0.37635398
    40   12 Mg  -0.59976176E-03     -0.37635618
    41   12 Mg  -0.59975907E-03     -0.37635450
    42   12 Mg  -0.59665080E-03     -0.37440403
    43   12 Mg  -0.59665200E-03     -0.37440478
    44   12 Mg  -0.59665275E-03     -0.37440526
    45   12 Mg  -0.59665302E-03     -0.37440542
    46   12 Mg  -0.59664951E-03     -0.37440322
    47   12 Mg  -0.59665507E-03     -0.37440671
    48   12 Mg  -0.64085307E-03     -0.40214137
    49   12 Mg  -0.64085167E-03     -0.40214050
    50   12 Mg  -0.64085145E-03     -0.40214035
    51   12 Mg  -0.58745277E-03     -0.36863218
    52   12 Mg  -0.58745184E-03     -0.36863160
    53   12 Mg  -0.58745138E-03     -0.36863130
    54   12 Mg  -0.58742110E-03     -0.36861231
    55   12 Mg  -0.58742256E-03     -0.36861322
    56   12 Mg  -0.58742180E-03     -0.36861275
    57   12 Mg  -0.59368674E-03     -0.37254405
    58   12 Mg  -0.59368891E-03     -0.37254542
    59   12 Mg  -0.59368736E-03     -0.37254444
    60   12 Mg  -0.59368687E-03     -0.37254414
    61   12 Mg  -0.59368893E-03     -0.37254543
    62   12 Mg  -0.59368742E-03     -0.37254448
    63   12 Mg  -0.59291179E-03     -0.37205776
    64   12 Mg  -0.59291439E-03     -0.37205939
    65   12 Mg  -0.59291174E-03     -0.37205773
    66   12 Mg  -0.59291175E-03     -0.37205774
    67   12 Mg  -0.59291309E-03     -0.37205858
    68   12 Mg  -0.59291112E-03     -0.37205734
    69   12 Mg  -0.59416031E-03     -0.37284123
    70   12 Mg  -0.59416242E-03     -0.37284255
    71   12 Mg  -0.59416242E-03     -0.37284255
    72   12 Mg  -0.59499105E-03     -0.37336252
    73   12 Mg  -0.59499259E-03     -0.37336349
    74   12 Mg  -0.59499254E-03     -0.37336345
    75   12 Mg  -0.59206275E-03     -0.37152499
    76   12 Mg  -0.59050986E-03     -0.37055053
    77   12 Mg  -0.59050724E-03     -0.37054889
    78   12 Mg  -0.59020747E-03     -0.37036078
    79   12 Mg  -0.59002617E-03     -0.37024701
    80   12 Mg  -0.59002501E-03     -0.37024628
    81   12 Mg  -0.59002616E-03     -0.37024701
    82   12 Mg  -0.59002565E-03     -0.37024668
    83   12 Mg  -0.59111135E-03     -0.37092797
    84   12 Mg  -0.59257109E-03     -0.37184397
    85   12 Mg  -0.59256840E-03     -0.37184228
    86   12 Mg  -0.59002491E-03     -0.37024622
    87   12 Mg  -0.59002696E-03     -0.37024751
    88   12 Mg  -0.59221863E-03     -0.37162280
    89   12 Mg  -0.59222072E-03     -0.37162411
    90   12 Mg  -0.59393745E-03     -0.37270138
    91   12 Mg  -0.59050780E-03     -0.37054924
    92   12 Mg  -0.59256989E-03     -0.37184322
    93   12 Mg  -0.59257056E-03     -0.37184364
    94   12 Mg  -0.59393952E-03     -0.37270268
    95   12 Mg  -0.59393890E-03     -0.37270229
    96   12 Mg  -0.59020813E-03     -0.37036119
    97   12 Mg  -0.59020770E-03     -0.37036092
    98   12 Mg  -0.59257245E-03     -0.37184483
    99   12 Mg  -0.59257200E-03     -0.37184455
   100   12 Mg  -0.59221937E-03     -0.37162326
   101   12 Mg  -0.59206265E-03     -0.37152492
   102   12 Mg  -0.59498868E-03     -0.37336103
   103   12 Mg  -0.59499023E-03     -0.37336200
   104   12 Mg  -0.59499017E-03     -0.37336197
   105   12 Mg  -0.59415906E-03     -0.37284044
   106   12 Mg  -0.59416117E-03     -0.37284176
   107   12 Mg  -0.59416117E-03     -0.37284176
   108   12 Mg  -0.59291064E-03     -0.37205704
   109   12 Mg  -0.59291324E-03     -0.37205867
   110   12 Mg  -0.59291059E-03     -0.37205701
   111   12 Mg  -0.59291060E-03     -0.37205702
   112   12 Mg  -0.59291194E-03     -0.37205786
   113   12 Mg  -0.59290997E-03     -0.37205662
   114   12 Mg  -0.59368455E-03     -0.37254268
   115   12 Mg  -0.59368672E-03     -0.37254404
   116   12 Mg  -0.59368517E-03     -0.37254307
   117   12 Mg  -0.59368468E-03     -0.37254276
   118   12 Mg  -0.59368674E-03     -0.37254406
   119   12 Mg  -0.59368523E-03     -0.37254310
   120   12 Mg  -0.58742103E-03     -0.36861226
   121   12 Mg  -0.58742249E-03     -0.36861318
   122   12 Mg  -0.58742173E-03     -0.36861270
   123   12 Mg  -0.58745270E-03     -0.36863213
   124   12 Mg  -0.58745177E-03     -0.36863155
   125   12 Mg  -0.58745130E-03     -0.36863126
   126   12 Mg  -0.64085191E-03     -0.40214064
   127   12 Mg  -0.64085051E-03     -0.40213977
   128   12 Mg  -0.64085029E-03     -0.40213963
   129   12 Mg  -0.59665179E-03     -0.37440465
   130   12 Mg  -0.59665299E-03     -0.37440540
   131   12 Mg  -0.59665374E-03     -0.37440588
   132   12 Mg  -0.59665401E-03     -0.37440604
   133   12 Mg  -0.59665050E-03     -0.37440384
   134   12 Mg  -0.59665606E-03     -0.37440733
   135   12 Mg  -0.59975835E-03     -0.37635405
   136   12 Mg  -0.59976185E-03     -0.37635625
   137   12 Mg  -0.59975917E-03     -0.37635456
   138   12 Mg  -0.59476519E-03     -0.37322079
   139   12 Mg  -0.59476950E-03     -0.37322349
   140   12 Mg  -0.59476740E-03     -0.37322218
   141   12 Mg  -0.58616476E-03     -0.36782394
   142   12 Mg  -0.58616247E-03     -0.36782250
   143   12 Mg  -0.58616439E-03     -0.36782371
   144   12 Mg  -0.58616402E-03     -0.36782348
   145   12 Mg  -0.58616519E-03     -0.36782421
   146   12 Mg  -0.58616542E-03     -0.36782435
   147   12 Mg  -0.58495108E-03     -0.36706235
   148   12 Mg  -0.58783455E-03     -0.36887175
   149   12 Mg  -0.58783133E-03     -0.36886973
   150   12 Mg  -0.58783245E-03     -0.36887043
--------------------------------------------------

Dispersion energy:      -9.0268385595946E-02 Eh

[Info] Dispersion energy written to .EDISP
